rating,reviewText
Olumlu,gerçek güzel telefon gün içeri getir muhafaza bi şekil getiril telefon herşey güzel alacak kişi şahsen tavsi eder ser numara sorgulat aynı gün başlat akl kalacak bir sor işaret ihtimal verm
Olumlu,öncek telefon iphone s di iphone plus a düşünmedengeç bittibitiyor al fiyat uygun düzg firma kargo teşekkür
Olumlu,telefon bahsetme gerek yok herk akl internet kadar yük meblağ alışveriş güvenilir mi ben giresun sal gün sipariş vert çarşamp gün kargo verilip cum elim ulaş bura güvence alt hicbir sık yaşama alabilir gelecek biz firma ayrı teşekkür güzel paketlen hicbir sık yaşa telefon kurduk saat sonr garanti aktif oluyor
Olumlu,bittibitiyor adl satıcı al aldık sonr şikayet var yorum bakt bir kötü yor var ürün aldık sonr ince ayrıntı kadar ince sıfır cihaz sorgulat garanti im soruns yıl garanti cihaz açı başl paketle güzel hava poşe sar keşk bi kutuya koysa dedik iphone konu güvenilir diğer cihaz ilg olums yor var kargo sal gece sipariş veri perşemp gün ürün al
Olumlu,hepsibura telefo satış yapmayıp başka firma üsün satış yapılıyor satış sözleşme satıcı gerçek bilgi ulaş araştır yapı bir firma şikayet yazıldık gört yine firma ulaşma dene telefon açan olma araştırma sonuç gelecekbi̇zde satıcı güvenilir bult al yapma telefon açt hemen telefon açtı telefon sağla şekil gelt git apple store kurul yaptır garanti kontro yaptır soruns orjinal ay garanti telefon gönül rahatlık alabi ancak gelecekbiz sorum şöyl bir tavsiye bulunmak istiyor kargo verildik sonr müşteri telefon arayarak hat tesl al iş takip yapar şirk iyi is yapacak n den tl ye jobshop satıcı ekran koruyuç al adam ilgi görme gerek kalite bir ekran koruyuç gönder kargolan vs ara bun güzel şey
Olumlu,ürün gelecekbiz adl firma al garanti vs telefon açıldık zaman başl şuanlık iyi gidiyor
Olumlu,uzun bir araştır sonra sipariş vert gün gelt şuan kullanıyor orjinal yıl garanti bir ürün gönül rahatlık alabilir
Olumlu,gelecekbiz adl satıcı al aynı gün kargolan paketle özen sıfır kutu ilk ben açt telefo kurulum yapt herhangi bir sor yok apple türki den garanti sorguladık yıl garanti görünüyor i̇çiniz rahat alabilir
Olumlu,bittibitiyor adl satıcı al dün sipariş vert akşamüs elim ulaş ürün jelatin köpük sarıl bir biç gelt ser no yu apple ın site sorgulat ürün orjinal teslimat ilgi şey memnu kalt
Olumlu,cumarte sipariş vert sal akşa elim piyasa gör uygun bir fiya al ilk günk kullan bağl olarak şun söyleyebilir hale n alınabilir bir telefon tek problem olarak hızl şarj olmuyor kamera kims laf atamaz muhteşe gelecekbiz satıcı teşekkür
Olumlu,i̇nternet alışveriş mağaza fiyat kıyas ajavtaj olma bugün özel plus indir olma sebep ad silver ad gold reng sipariş vert gelecek biz mağaza yorum olum olduk ora vert mağazayı ara ankara yer bugü kargo verilecek söyl ilk iphone kullanacak ürün geldik sonr tekrar yor yapacak ancak şun diyebilir mağaza ara yaklasık tl fark var saye telefon tl kar ett inş soruns gelir urun soruns gelt dusunup fiyatindan dolayi yilt vert heyecan bekliyor
Olumlu,satıç bitt b yor taraf hızl kargolan ürün herhangi bir sor yok şimdilik kutu açıl aksesuar tam bir şekil tesl al ekspres kargo gelt arkadaş hızl çöz konu becerik ayrı teşekkür ediyor on numara kargo hizm vert
Olumlu,bitt bitiyor a teşekkür hızl kargo terte telefon
Olumlu,gelecek bi̇zde bi̇zde fi̇rmasina hizl gönderi̇ güzel paketlemeleri̇nden dolayi teşekkür ederi̇m
Olumlu,teşekkür
Olumlu,i̇nternetten kadar yük meblak ilk alışveriş olt hepsibura aracılık almak güvenilir gelt bir yorum okuyarak gelecek bi̇zde satıcı alma karar vert i̇yi al kutu telefon bir sık yok ben kargo eşlik açt zaten olur olmaz telefon açtık ilk olarak garanti kontrol ett garanti an başl ben iphone s ten geçiş yapt an gayet memnu alma düşünen var satıç öneriyor
Olumlu,bitt bitiyor firma hepsibura teşekkür sipariş verdik erte gün iç hızl soruns şekil gelt
Olumlu,i̇lk başt arkadaş i̇nternetten almasakmi felan di̇yorduk sonr fi̇yatta ba i̇yi̇di̇ alma karar verdi̇k ürün gelen kadar tedi̇rgi̇ndi̇m hizl geldi̇ sabah kargo gört kut gayet güzel ambalajlanmiş güzel korunacak şeki̇lde paketlenmi̇ş sonr telefon kutu arkasindaki̇ imei̇ numarasin apple arayarak sorgulattim yil apple garanti̇li̇ olduk söyledi̇ler sonr gönül rahatliyla telefon açtim kullanma başladim gayet güzel bi̇ telefon herkez önerri̇m korma ali deri̇m
Olumlu,satıcı hepsibura olmayan ürün sat alırken korkar internet araştır yapar gelecekbiz yi ara bult gökhan bey cep bult ara kaç saol ilgi bi şekil dinl cevap hemen kargo kargola paketle güzel telefon orjinal garanti hatt takı başl i̇phone resm site görüntüleyebiliyor i̇smi alma önç garip gels işin sağla yaptık iphone alacak adres bell
Olumlu,adet al fark gün ilk aldık ürün kargolanma gecikme ötür sık yaşa fakat sonraki alım bir sor yaşa telefon appledan sorgulat garanti hemen başlatıl ik yıllık sür an bir sor görünmüyor
Olumlu,cumbaz iletis den al tl lik telefon hava poşet vb kor olma bask bir kutu koyup bosluk destekleme kargolamişlar kargo sirket kadar ozens tasima yaptig orta ozen hassas kargola yapilabilir telefon orjinal apple tr garanti sık yok ilk sarjin batarya tam bittik sonr uçak mot yap apple çağrı merkez boyle soyle an gun sarji gidiyor
Olumlu,gelecekbiz satıcı ürün al teslimat haf sonr gösteriyor fakat sipariş gün sonr ürün tesl edil ürün detay belirttik apple türki garanti ürün ime numara sorgulat kayıt ürün apple site ürün kurduk sonr yıllık garanti başlat kut teslimat sorunsuz kut içerik eksik ge yokt yıl boş android kullan tavsi eder cihaz anlatma gerek yok
Olumlu,i̇lk internet kadar paha bi elektronik cihaz al gelen kadar hal şüphe var geli iç rahat garanti kapsam olup olmadığını kontrol ett gelecek biz satıcı teşekkür on numara bi paketleme yap gerçek gönül rahatlık alınabilir cihaz gerçek müthiş tavsi eder
Olumlu,gelecek biz adli satıcı sat aldim herşey yer güzel paketle kargo biraz yavaş genel olarak iyi
Olumlu,paketlenme ols hızl teslimat ols telefo bir bir aynı gelme ols vs vs herşey mükemmel gelecek biz ye teşekkür eder
Olumlu,soruns bir alışveriş olt ürün orijinal yıl apple tr garanti gelecek biz adl satıcı al paketle kargola süre iyi memnu kalt tavsi eder
Olumlu,ürün övecek değil kişi kişi değişir hepsibura hem gelecek biz ekip güzel çalışıyor memnu kalt ürün piya fiyar gör uygun al sade gelecek biz ekip gönderilen paketleme ufak bir özen güzel olur on dış el sağlık
Olumlu,ürün hızl kargo seçecek tercih etme sebep saat sonr elim geçt soruns uygun fiyat bir alışveriş gerçekleştir bura sat aldık telefon hiçbir sor yaşa
Olumlu,telefo güzellik bahsetme gerek bil yok zaten bura satıcı taraf al memnu teşekkür bura
Olumlu,ürün sipariş verdik saat geçme tesl al teşekkür
Olumlu,diğer site tl aşak al üstelik yıl apple garanti telefon geldik ilk kurul saat sonr garanti aktif görünüyor diyecek gönül rahatlık al arkadaş
Olumlu,normalde verir kargo süreç sıkıntı olt ürün al kargo gün gelt kargo veril ses seda yok bilgi veren çıkmay ben ara ürün stok yok tedarik edecek i̇ki gün gecikme kargo veril böyl sık olabilir durım müşteri bilgilendirir iyi olur on dış sık yok zaten satıç hepsibıra olu tereddüt etme alabilir orijinal sıkıntıs ürün
Olumlu,hepsibura adl satıcı rose gold al geç sipariş ett sabah ev ulaş ürün garanti orjinallğin test ett bir sık yok teşekkür hepsibura
Olumlu,telefon troy dan al tahmin kargo süre önç gönder art olarak paketle iyi yapılmış firma dair an olums hiçbir görüş yok tek sık kargo firma çalışan telefon ban değil bir başka tesl ett dünya para verdik ürün sipariş verir alıç ism olarak boş yer kent ism yazmıyor herhalde
Olumlu,tavsi eder
Olumlu,telefo tek kötü yan hızl kamera net fotoğraf çıkartıyor parmak iz okuyucu hızl oyun kasm falan yok şarj gün dayanıyor kısaca android telefon par verecek iphone plus al iyi
Olumlu,ürün orjinal hiçbir eksik olma gelt paketle özen hepsibura sorun çözümleme iyi biraz geci kargo dış herşey güzel teşekkür hepsibura teşekkür tedarikç firma bittibitiyor
Olumlu,ürün bilindik anlatma gerek yok dışar fiyat gore hepsibura uygun tereddüt etme alabilir
Olumlu,zaman gelen kargo güzel paketleme dola tedarikç firma bittibitiyor a teşekkür
Olumlu,genel satıcı hepsibura seçip alır bittibitiyor isim satıç işin güzel yapıyor saat dolma telefon adre soruns gelt kendi teşekkür eder nas bir yokluk işin yapan teşekkür ediyor ime sorgu yapt yıl tr garanti android kullanan ilk önç sıkıntı fakat yıl önce teknoloji olsa hal güzel telefon illa ios diyor alınır yok farketmez diyor android fiya güzel telefon bulunabilir
Olumlu,bittibitiyor adl satıcı al zaman kargo soruns alışveriş teşekkür
Olumlu,batarya diğer iphonelar fark bir tık iyi yen x model hariç
Olumlu,güzel bir ürün
Olumlu,ürün kusurs herk akl ürün orjinal mi kutu açıl i̇nternet ten alışveriş yapılır kadar sağlık soru var kesinlik olma ben test ett ona ürün sıfır paketlenme harika kesinlik bir zarar gelmez hele hepsibura mağaza alışveriş yapıyor düşünme al teşekkür hepsibura teşekkür tedarikç firma olan cep ekspres
Olumlu,bura satıcı ilgi alaka teşekkür sunuyor
Olumlu,ürün gün elim ulaş cihaz herhangi bir sor yok teşekkür bura
Olumlu,telefon cok iyi tr garanti cok hizl sagla sekil elim ulasti iyi fiyatida hb vert kali elbet pahali olur aplle gercek kalite hissetiriyor sarj konusunda gayet iyi tesekkurler hb
Olumlu,cum sipariş verit pzt telefon elim hepsiburada güvenerek int telefon al fakat kalite hızl hizmet dola tedarikç firma ayrı teşekkür
Olumlu,i̇phone plus x kullandim pil iyi gi plus olt ayrica plus ozellik ustune cok cikmamislar cok ince fark var mat siyah reng cok iyi kirilmasi mumk degil plus buyuk i̇slemcisi be rami gayet iyi
Olumlu,gün iç elim ulaş garan sor bişey yok internet bakt yıl apple türki garanti gözüküyor telefon gayet iyi memnu gün kullanıyor şarj felan mükemmel tavsi eder z
Olumsuz,alma istiyor nerdee alacak ben baktıkç heyecanlanıyor
Olumlu,evet bekledik plus gelt i̇nternetten elektronik cihaz risk girmek çekiliyor ancak günlük kargo bekleyiş art terte bir cihaz tesl al sade bura paketle konu hassas olma teşekkür eder bura
Olumlu,satıç hepsibura olu orijinal olmayan ürün görm diğer site yer alan satıcı ilgi fikr yok ürün ay kullanıyor yor yazma neden almak isteyen yardımç olmak ürün orijinal aldık ürün ser numara apple nin site garanti başlangıç tarih görebiliyor ürün anlık piyasa olan oyun progra yeter hat ver süreklilik olarak üst düzey bir telefon batarya esk model nazaran geliş tabi siz kullandık gör değişir genel olarak iyi süper değil kamera herke tatmi edecek seviye dert sorun tam bilir teknik servis siz üzmez iş gün sonr tamir bitm tamamlanan kadar cihaz vermek
Olumsuz,bugü sipariş vert geliş kalite durum gör tekrar yazicam internet elektornik eşya iç sipariş vermek risk yazan arkadaş var umar sağlık gelir telefon bun sonr alacsk fayda dokunur yazacak
Olumlu,ürün orijinaldir geldik zaman apple site girip kontrol edebilir kargo paketleme gayet iyi jetblack mode çabuk çiziliyor alacak bilgi
Olumlu,kesinlik hiçbir sık yaşa baş korksa ürün orijinal kıs süre elim ulaş
Olumlu,ürün alal ay fazl olt apple servis net sorgulat orjinal ürün tam söyledik saatte elim ulaş hepsibura gerçek iyi uygun diğer satıcı bileme
Olumlu,hızl teslimat güzel paketle uygun fiyat telefon zaten anlatma gerek yok teşekkür
Olumlu,beğen site göründük gelt
Olumlu,hızl sağla ulaş teşekkür
Olumlu,apple iş anlatma gerek yok fiyat iyi al
Olumlu,mükemmel
Olumlu,mükemmel bir hizmet ürün memnu herk tavsi eder
Olumlu,hızl kargo iyi paketle iyi hizmet teşekkür
Olumlu,orjinal ambalaj ürün teslima yapıl güven alişveriş yapabilir
Olumlu,ürün elim ulaş memnu orijinal ürün güzel pakele hepsiburada teşekkür ben tereddüt var fakat el alınan firma ara bir fark yok üst tl verip aman aman deme gerek yok
Olumlu,ürün orijinal hiçbir sıkıntı yok iyi nere saatten kıs süre elim ulaş fakat satıç paketleme gerçek kötü ürün kent ambalaj dış koruma nere yokt boş bir karton kutu konup gönderil umar sonraki sipariş düzeltilir
Olumlu,bugü sipariş ver yar kargo verilecek inşallah bekledik gelir
Olumlu,well
Olumlu,ürün yaklaşık ay kullanıyor android saçmalık ios mükemmellik geçtik anlıyor ürün kalite sade işle siste değil fiya alabilecek özellik bakım max ürün android alıp ay sonr kasma kamera saçm odaklan sorun işle sistem çok uygulama sürek yeters olma bık bir insan olarak son huzur mükemmellik telefon ulaş
Olumlu,mağaza kazıklanma gerek yok teşekkür bura
Olumlu,kent iphone telefon yükl olan hepsibura uygulama üzer sık yaşa alışveriş tamamlaya mecburen bilgisayar açıp yapt yine hızl kargo teşekkür
Olumlu,orijinal ürün gayet iyi
Olumlu,ürün orijinal pake gelt iç ekipman fatura mevcut pazar gün sipariş ver sal gün el geçt alırken tedirg gün herhangi bir sor karşılaş teşekkür
Olumlu,aydir kullaniyor cok memnu kaldim tesli̇mat paketle özenli̇ alicak olan yarcimç ols di̇ye yorumluyor
Olumlu,güzel ürün iyi kargola
Olumlu,şarj konu biraz tartışılır
Olumlu,başarı
Olumlu,ses tamamen açıp kapayan tuş çalışmıyor on dış bir problem yokt hızl kargo
Olumlu,kargo hızl ürün orjinal ımeı sorgulat telefon zaten bilen bilir hepsibura yapt yapacak teşekür
Olumlu,hepsibura paketle iyi hepsiexpress çağrı merkez memnu kalm yardımç olmuyor
Olumlu,tek kelime harika a kullanıyor şimt note gb alma düşünüyor
Olumlu,hızl güvenilir yıl kullaniyor
Olumlu,şarj iyi gidiyor kamera iyi tavsi eder
Olumlu,telefon gayet güzel özellik gb olan alma önerir şarj süre olarak gün hat gün rahat çıkarıyor hızl şekil şarj oluyor zaman güncelle alıyor firma zaten konu öne veren bir firma
Olumlu,sak sak ithalatç almay git türki garanti alır bir dost
Olumlu,sıkıntıs teslimat ürün harika ime problem yok güvenebilir telefon alabilecek iyi ürün
Olumlu,fiyat performans açıs güzel bir telefon
Olumlu,yaklaşık ay kullanıyor ilk baş parmak iz çalışıyor parmak okutamiyor algılıyor surek tekrar denetiyor cok bastirmam gerekiyor sonra calisma başl on hariç hic bir sor yok bl kili acik geliyor bi yan hos git sarj alet turki uyum değil yan cok kalite sayılmayan dönüştürüç gönderiliyor cok nadir ols diş ce wifi bağlantı anlık wifi kapanıp açılıyor sor etme
Olumlu,ürün güzel kablos şarj yok çin şarj alet geliyor
Olumlu,kalite ur
Olumlu,telefon ay kullanıyor ser akıç bir telefon şarj diğer üst sevi telefon aşak yukar değil tabi umar gelen güncelleme telefo performans düşmez
Olumlu,ay önç hepsibura satıcı al genel olarak memnu telefon sürek güncellendik yazılımsal sıkıntı kıs süre çöz kavuşıyor kamera günt güzel çekiyor gece google kamera geç mot kullanıyor pil gün çıkartıyor
Olumlu,şimdi kadar iphone sony lg asus nokia htc bir marka telefon kullan kadar memnu etmemiş telefon alırken bir beklen yokt ortala bir telefon olarak görüyor ancak aldık sonr iphone x den bir fark olmadık fark ett genel olarak telefo eks bir özellik yok sade jak giriş yok on aparat çıkıyor pil performans gün tamamen çıkartıyor dışarı şarj etme kamera yazıl pek iyi değil google kamera uygulama mükemmel performans veriyor
Olumlu,ürün fark bir tedarikçi al ay geçt şarj performans gayet iyi hızl şarj olma güzel fotoğraf çekme ön çıkan özellik tavsi eder
Olumlu,ürün alan memnu satıcı al ürün gloabl rom lu gelt fiyat neden çin rom u üzer global rom yüklen olarak gelecek düşünüyor ancak global rom yükl bootloader kilit bir şekil gelt fiya kaçırılmayacak bir cihaz olarak düşünüyor genel itibari benç piyasa iyi android telefon iphone s ten geçt ios zaman başka bir sevi ancak ar android telefon git gi ara maka kapat bir konu ios u geçt bil denebilir
Olumlu,ürün gayet güzel şık görün var ark kapak gerçek göz alıç mavi güncelleme heps alıyor tek şikaye güneş hava gelen arama oto aydınlat geç devre giriyor bir sür ekran kim aradık göremiyor ger kalan iyi
Olumlu,eksiks bir sık olma gün içeri gelt
Olumlu,ürün gerçek mi nin bahsettik amiral gemi ancak türki anlaşma çalışılacak fark kargo şirk opsiyon mevcut bun dola insan tereddüt edebiliyor
Olumsuz,paha
Olumlu,mukemmel hızl kargo duzen bır sekılde geldı sıkıntıs
Olumlu,gayet iyi
Olumlu,piyat performans açıs güzel telefon
Olumlu,hızl güvenilir
Olumsuz,ay once aldık telefon bir sık yaşamamış herk öneriyor ta ekran sürek ışık yanıp dönme başlayan kadar güç düğme bastigimda telefon titre beyaz bir ışık geliyor araştırdık sonr çok kişi soru olduk gört şans güveniyor al
Olumlu,kargo ürün mükemmel
Olumlu,telefon yaklaşık ay kullanıyor huawei p lite geçiş yapt telefon al sebep amoled ekran olmasi kamera performans telefon hız kamera şarj konu güzel arayüz olarak huawei bi tık iyi ben hoslanmadig yön ekran çektik büyük olmasi sebep bildir simge sığmıyor örnek olarak telefon sessiz biraktigimda bildir simge çen ekran gözükmüyor bir diğer kötü yön gps google navigasyon i̇stanbul yer an yoldayken siz yan yol gösterip yanıltıyor güncelle düzelme bekliyor bütç kısıt para güzel telefon par var huawei iyi
Olumlu,kargo ilgl büyük teredüt olma rağmen telefo kadar uygun görme dayana hemen sipariş vert umar bekledik kıs sür elim ulaşır
Olumlu,bzs elektronik sat al ürün global versiyon olarak gelt soruns bir cihaz tavsi eder ail xiaomi kullanıyor memn
Olumsuz,ürün hız diyecek bişey yok fakat aldık ay sonr ekran kapatıp açarken ya bildir geldik ekran açılırken garip bir şekil yanıp sönüyor ekran çok zaman açılmama başl dur araştır mi ler bir kişi ol olma devam ediyor alırken bun öz önün bulundur
Olumlu,ben böyl bir telefon görm uçuyor resmen
Olumlu,gün tesl gayet iyi telefon söylenecek söz yok zaten
Olumlu,emin herkes ben tereddüt yaklaş ben tereddüt var şükür bekledik iyi çıkt
Olumlu,telefon gordug kadar güzel oyun ideal
Olumlu,iphone s ten geçt henüz ilk gün jarz er bitiyor bir alt hoparlör sade sak çalıyor bozuk değil herhalde karizma kalite telefon ilk izlen güzel tam bi pubg telefon iphone x ten iyi oynatıyor hdr kalite yük çözünürlük kasm yok mi ban yeter üst biraz fazl kaçarmis
Olumlu,telefon harika sarz iyi kamera güzel hız süper ols düşünen çekinme al
Olumlu,cihaz bugü sabah elim ulaş telefon ilgi ilk izlenim gayet akıç beklenti karşılayan kamera zaten üst sevi ücret fazla hak e bir ürün diyebilir günlük detay bir araştırma art doğr bir karar verdik düşünüyor alma düşünen kesinlik tavsi ediyor
Olumlu,fiyat performans olar suan iyi statü v bir telefon pişman olmayacak
Olumlu,sipariş erte gün ürün elim ulaş teknik özellik yer bulabilir zaten telefon global versiyon gelt maalesef yin adaptör i̇ngiliz tip gelt biz priz dönüştürmek adaptör var kablosu tam arka çıktık kocaman adaptör oluyor telefon haf önç alınan samsung s karşılaştır kamera kalite aynı mi kamera saye portre çekim kişi arka görüntü fululaştırarak slr makine çekil güzel bir görüntü veriyor türki garanti gb s yer bun aldık memnu şimdilik download hız iyi ara
Olumlu,telefon kısa gayet başarı fakat gps sıkıntı navigasyon benzer uygulama yalan yanlış çalıştırıyor ben spor kullandık strav isim programı aynı şekil kon ro sıkıntı çıkartıyor bun hariç gayet başarı bir telefon inşallah bir güncelle gps sorunu çözülür bekliyor
Olumlu,başlikda yazdik gi̇bi̇ parasi hakkin veri̇yor kamera uygulmasi i̇çşn gcam yükleyi̇n bi̇r kadar i̇yi̇ oluyor fakat androi̇d pi̇e mi̇u güncellmesi̇nden sonr şarji i̇çi̇yor resmen i̇nşallah yeni̇ bi̇r güncelle geli̇r
Olumlu,saat sipariş vert erte gün elim ulaş telefon oldukç hızl harika iphone s den geçt uçuyor global rom olarak gelt
Olumsuz,global versiyon üretil olan cihaz kullanıyor memnu i̇kinci bir mi sipariş etmek iste global rom kuru çi̇n üretilen kutu herse çi̇nce ol oldug geldik mechul hali ürün yoll açıklama yazmıyor dikkat et mutlak ben global versiyon olmayan ürün alma tavsi etmiyor mi forum kon ilgi bilgi yer alıyor bakabilir açıklama yazs çi̇n mi i yollandık alır mıyt tabi almaz telefon güzel laki yukarı belirttik
Olumsuz,dual frequency gps galileo qzss a gps glonass bds emlak iş yapıyor parsel sorgu yer bulmak al kadar navigasyon özellik olma rağmen doğr kon bulmak zorlanıyor başka bir ayar bilen arkadaş var yazabilir iyi olur
Olumlu,öncelik telefon alal ay olt yor yapmak diğer insan faydalanma sağlamak bekl tecrübe iyi kötü aktaracak öncelik telefon aldık memnu mutl bun sebep telefo anla yeter olma örnek verecek olur ay bir ker bi oyun girip çıkan bir insan ben önem olan nadir yaptık halde ben kanser etmeme oyun full grafik akıç şekil oynamak ayr bir zevk bun tattır olt aynı şey fotoğraf söyleyebilir fotoğraf manyak bir insan değil kameram açtık özellik geç modu ağz kulak varıyor sefer iyi al diyor ik husus siz gayet mutl edecek laki bir fotoğrafç zaten fotoğraf makine al yahut oyunç oyunç bilgisayar sade ufak yazılımsal hata var telefon al alal adet kült güncelle gelt firma konu iyi hata gideril yin söylemek sakı görmüyor bun ufak sıkıntı siz gerecek şey değil telefo tek kötü nokta diyecek olur on hani cevaps kalmay söylüyor dünya bir mükemmel değil bun unutmay ufak hata diyebilir siz tasar açıs bakacak olur ben mevcut olan mavi olan mode oldukç yakışık bir kılıf alıp yakışıklılık muhafaz etme unutmay telefo arayüz konu sadelik yan olduk ben hoş git zevk tartışılmaz bilir ekonomi konu rakip adeta tokat nitelik bir ürün ben dur var şükür fakat başka telefon bin vermek yer tercih mantık gelt kon yin siz durum kaldık fazl yor yapmayacak bun hakk laf toparlayacak olur telefon anki piyasa alına telefon ban gör etmen göz önün bulundurduk iş öz tavsi ediyor
Olumlu,ürün global rom olarak geliyor fakat normali çin romu telefon üzer siz gelme önç global yüklenip tekrar paketleniyor şöyl bi sor oluşturuyor bura aldık mi gb cihaz cihaz gelen güncelleme yaptık brick olt kilitlen dur siz mağdur edebilir bun dış telefon iyi bir telefon fakat çin rom üzer global yüklendik yanıt verme uygulama çökme olabilir
Olumlu,arkadaş telefon almayi dusunuyor gerçek başari güzel telefon aldig zaman telefon türkçemi̇ geli̇yor yoks çi̇n i̇ngi̇li̇zce karisik
Olumlu,telefon ister konuş mesaj fotoğraf video internet telefon for yorum sırf çin mal çakm iphone yeren var telefon üzer saçm anlams tartışma lüzum yok fiyat üst özellik telefon hızl parmak iz yüz tan özellik açıl kalite kamera hızl şarj uzun pil telefon alma önç araştır kesinlik yen bir telefon düşünüyor kaçırmay iyi mi fakat biraz bekleme
Olumlu,telefon harika yaklaşık haf kullanıyor şarj konu mükemmel saat ekran süre alıyor sür içeri saat pubg oyna mobil ver açık hâlde kamera mükemmel verdik para değer ayrı global rom yükl geliyor ayrı tr uyum şarj alet yan geliyor şarj hız ba iyi yar saatlik şarj gün kurtarıyor iphone kullanan arkadaş powerbank gezer ben şarj akl bil gelmiyor cok akıç menü var yüz tan mükemmel hızl ayrı geç algılıyor parmak iz hızl an kadar tek sık müzik ça video oynatıç gereks fazlalık dol onlin video bir dosya yönetici basit gelt ben esk telefo olan asusunkin indir harika tavsi eder global rom olduk güncelleme alıyor xaomi piyasa oran güncelle yön iyi hızl pubg demiyor bil zaten özellik harika telefo kötü oynatma imkans ayrı iç silikon kılıf çıkıyor bir kulaklık çıkmıyor şarj giriş kulaklık giriş çevirmek aparat çıkıyor kulaklık piyasa mevcut al efsane ses var cam jelatin çıkmıyor piyasa mevcut ilk sorduk telefonç var oyun telefon gram ısın olma kas şık ben mavi reng al renk ton harika içeri şeffaf kılıf çıkt süper olt bir ekran değinme geçeme parlaklık son kullan mükemmel günt sokak güneş alt bil net görüntü sağlıyor tam bitirecek akl gelt kamera portre mot harika fakat ışık orta portre mot yeters kalıyor kamera süper geç ışık orta bil aydınlık çekiyor ayrı geç mot var geç flaş çeki abar olmuyor deng mükemmel netlik harika çıkıyor bir kamera odakla harika anın odak çek ön kamera harika geniş açıl çekiyor alacak şimdi hayır ols pişman olmaz bir xaomi hiçbir alaka yok teknoloji seviyor elim geldik yazma çalış
Olumlu,aynı gün kargo edil tahmi edilen tesl süre ürün sağla olarak gelt telefon igil olarak iphone dan sonr menü zorlanacak düşünmüş gün alış kişiselleştirilebilir olma kolay özellik an menü dönmek bir öncek sekme dönmek iphone daki uzun yol katetmek zor olmamak güzel yukar it bitiyor ön kamera kendilik efekt buğu bir şekil çekiyor ayar dene hiçbir iphone daki gerçek görüntü yakalaya ön kamera aşık olmadık ben etkile ark kamera güzel telefon akıç menü geçiş ser açı iphone a benziyor huawei bir tutukluk seziyor yüz bun seçt iyi etmiş sade instagra aşak kayarken iphone kadar su akmıyor blok blok yüklüyor kesik bir şekil aşak kayıyor ben hassas konu başka farketmeyebilir bil kent klavye tuhaf gelt başka klavye indir gayet iyi olt görün direkt iphone yapabilir yüz tema var şarj şimdilik iyi günlük telefon on ilerleyen zaman görecek şimdilik beğen
Olumlu,fiya donan olarak gayet iyi herşey on numara
Olumlu,telefo teknik özellik bell zaten uzun yıl hız performans sor yaşatmayacak düşünüyor kamera düşük ışık gren oluşturuyor geç çekim tatmi ediç değil tasar görece olmak birlik ben beğen çen küçük olabilir kullan akıç olma gerektik pil yok kullan gün çıkarıyor uygulama ik tane kurulabiliyor bun sevt ayrı ikinç bir alan oluşturup ikinç bir telefon kullanılabiliyor galer uygulama yeter rehber mesaj olarak google kullanıyor ön kamera iyi olabilir aksesuar temin yurtdış site yapt kulaklık çıkış yok ancak çeviriç içeri geliyor kulaklık vers güzel olur mi bin kent ekosistem mi cihaz birlik kullanır verim sonuç çıkıyor ben mi bluetooth tart miband le birlik kullanıyor genel olarak beğen splus geçmiş hız kamera olarak çağ atla hissediyor ay kullanıyor herhangi bir sor karşılaş
Olumlu,fiya alınabilecek performans akıl telefon pil ömr kullan ark alan çalışan program bağl olarak biraz kıs olabiliyor bun rağmen hızl şarj olabilme önem bir avantaj hız işlemç hafız performans iyi bir önç i̇phone kullanıcı androit sonr iphone alışa i̇phone den sonr ban iyi gelt
Olumlu,once huawei kullanan olarak telefon begen tek eleştir yazil olarak huawei den biraz ger katedilecek yol var kamera ekran tatmi ediç global versiyon almaniz tavsi eder
Olumlu,harika
Olumlu,hepsibura dan al kargo şirket tebrik ediyor tam istedik saatte düzg bir şekil getir hepsiexpress global sür gelt tr priz uygun kutu bir şekil delta servis garanti al
Olumlu,telefon stabil akıç net par mutluluk
Olumlu,telefon kamera iyi geç mot özellik geç düşük ışık harika fotoğraf alıyor gündüz deme gerek bil yok geniş açıs muhteşe fotoğraf çekiyor ön kamera canl güzel x optik zoom nfc olan özellik yüz tan hindistan aktiv edi gelt bölg olarak led bildir ışık beyaz bildir gör fark renk ols iyi olur mm kulaklık giriş olmama biraz handikap yaratıyor telefon şarz i bluetooth kulaklık yoks kulaklık kullanamıyor şarz gün rahat çıkarıyor malzeme kalite el tutuş şık telefo artı eksi gör fazl telefo maliyet olarak p pro dan uç kamera on aşak kalmıyor almak isteyen gön rahatlık alabilir
Olumlu,ürün fiyat hakk veriyor şarj süre normal kullan gün biraz fazl kullanıyor gün telefon el bırakmasa rahat rahat gün yetiyo i̇phonedan geçtik biraz adapte sor yaşa yıl ios kullandık olabilir kamera iyi diğer marka özellik bir tel binlira
Olumlu,anlatıldık
Olumlu,i̇nternet alışveriş ithalatç garanti olma neden tereddüt yaklaşmış fakat fiyat kali olarak güzel bir cihaz çarşamp gün sipariş ett cum gün gayet güzel paketlen bir şekil elim ulaş tek kötü yan kulaklık yer esk kulaklık uyum bir bağlan kablo gönderme
